node_id,node_type,label,original_uri
1775,paper,A System for Aggregated Visualization of Multiple Parallel Discrete Event Simulations.,https://dblp.org/rec/conf/ispa/SussHFLD08
1776,paper,Introduction to the Minitrack on Building Software in a World of Digital Twins.,https://dblp.org/rec/conf/hicss/RettbergEHS25
1777,paper,Is Social Learning Always Helpful? Using Quantile Regression to Examine the Impact of Social Learning on Information Security Policy Compliance Behavior.,https://dblp.org/rec/conf/hicss/HengstlerK023
1778,paper,How do employees learn security behavior? Examining the influence of individual cultural values and social learning on ISP compliance behavior.,https://dblp.org/rec/conf/hicss/HengstlerPT21
1779,paper,"Introduction to the Minitrack on Data-driven Services and Servitization in Manufacturing: Innovation, Engineering, Transformation, and Management.",https://dblp.org/rec/conf/hicss/EbelKWD24
1780,paper,Fitness First or Safety First? Examining Adverse Consequences of Privacy Seals in the Event of a Data Breach.,https://dblp.org/rec/conf/hicss/MasuchGT21
1781,paper,Achieving more by saying less? On the Moderating Effect of Information Cues in Paid Search.,https://dblp.org/rec/conf/hicss/SchlangenottoK17
1782,paper,Business Model Representation Incorporating Real Options: An Extension of e3-Value.,https://dblp.org/rec/conf/hicss/KundischJ12
1783,paper,Meeting Users' Needs in National Health Information Infrastructures - Lessons from the Case of Germany.,https://dblp.org/rec/conf/hicss/HovelRT26
1784,paper,Penetration and Outlook of Telework in Europe - An Internet Snapshot.,https://dblp.org/rec/conf/hicss/DangelmaierFHK99
1785,paper,A Model-Based Approach for Platform-Independent Binary Components with Precise Timing and Fine-Grained Concurrency.,https://dblp.org/rec/conf/hicss/SchattkowskyEF07
1786,paper,The Impact of Threat and Efficacy on Information Security Behavior: Applying an Extended Parallel Process Model to the Fear of Ransomware.,https://dblp.org/rec/conf/hicss/MasuchHST21
1787,paper,Data Size Matters: The Impact of Message Framing in Different Health Scenarios on the Donation of Personal Health Information.,https://dblp.org/rec/conf/hicss/KleinMS024
1788,paper,A Task-Oriented Reconfigurable Software Architecture for e-Commerce Document Exchange.,https://dblp.org/rec/conf/hicss/BottcherD04
1789,paper,Digitalization of Work Systems - An Organizational Routines' Perspective.,https://dblp.org/rec/conf/hicss/WolfBB19
1790,paper,Criteria as a Prelude for Guiding Taxonomy Evaluation.,https://dblp.org/rec/conf/hicss/SzopinskiSK20
1791,paper,Specification of Real-Time Properties for UML Models.,https://dblp.org/rec/conf/hicss/FlakeM02
1792,paper,A parallel local-search algorithm for the k-partitioning problem.,https://dblp.org/rec/conf/hicss/DiekmannLMS95
1793,paper,XML Stream Data Reduction by Shared KST Signatures.,https://dblp.org/rec/conf/hicss/BottcherHM09
1794,paper,Towards Automated Moderation: Enabling Toxic Language Detection with Transfer Learning and Attention-Based Models.,https://dblp.org/rec/conf/hicss/CaronBM22
1795,paper,A Reference Process Model for Usage Data-Driven Product Planning.,https://dblp.org/rec/conf/hicss/MeyerWPKD22
1796,paper,Optimal Stock Relocation under Uncertainty in Post-Disaster Humanitarian Operations.,https://dblp.org/rec/conf/hicss/BleckenDDRH10
1797,paper,Dynamic Circuit Generation for Boolean Satisfiability in an Object-Oriented Design Environment.,https://dblp.org/rec/conf/hicss/MencerP99
1798,paper,Configuring Component-based Specifications for Domain-Specific Languages.,https://dblp.org/rec/conf/hicss/PfahlerK01
1799,paper,"Introduction to the Minitrack on Data-driven Services in Manufacturing: Innovation, Engineering, Transformation, and Management.",https://dblp.org/rec/conf/hicss/KoldeweyRDW23
1800,paper,The Double-Edged Sword of Health Data Breaches: A Comparison of Customer and Stock Price Perspectives on the Impact of Data Breaches of Response Strategies.,https://dblp.org/rec/conf/hicss/MasuchG022
1801,paper,CRM and Customer Portfolio Management for E-Tailers.,https://dblp.org/rec/conf/hicss/KundischSR08
1802,paper,Introduction to the Minitrack on Advancing the Twin Transition: Digital Technologies in Sustainable Service Ecosystems and the Circular Economy.,https://dblp.org/rec/conf/hicss/KoldeweyEWK26
1803,paper,Bridging the Gap between Security Competencies and Security Threats: Toward a Cyber Security Domain Model.,https://dblp.org/rec/conf/hicss/SchutzRMKMW023
1804,paper,Show Me Your Claims and I'll Tell You Your Offenses: Machine Learning-Based Decision Support for Fraud Detection on Medical Claim Data.,https://dblp.org/rec/conf/hicss/MatschakPR022
1805,paper,Exploring Capabilities for the Smart Service Transformation in Manufacturing: Insights from Theory and Practice.,https://dblp.org/rec/conf/hicss/KoldeweyFSBSSSK24
1806,paper,Service Composition on Top of Exchangable Protocols.,https://dblp.org/rec/conf/hicss/BottcherD05
1807,paper,An Evolutionary Approach on Multi-objective Scheduling for Evolving Manufacturing Systems.,https://dblp.org/rec/conf/hicss/KlopperPD14
1808,paper,At What Price? Exploring the Potential and Challenges of Differentially Private Machine Learning for Healthcare.,https://dblp.org/rec/conf/hicss/AslanMG0K23
1809,paper,Information Needs in Service Systems - A Framework for Integrating Service and Manufacturing Business Processes.,https://dblp.org/rec/conf/hicss/BeckerBKMM11
1810,paper,E-Collaboration in Interorganizational Networks: A Literature Review and an Agenda for Future Research.,https://dblp.org/rec/conf/hicss/ZanderTK15
1811,paper,Does It Pay Off to Bid Aggressively? An Empirical Study.,https://dblp.org/rec/conf/hicss/HerrmannKR13
1812,paper,Enabling eCCRM: Content Model and Management for Financial eServices.,https://dblp.org/rec/conf/hicss/KundischWCK01
1813,paper,More Isn't Always Better - Measuring Customers' Preferences for Digital Process Transparency.,https://dblp.org/rec/conf/hicss/Brennig023
1814,paper,Reengineering Organizational Structures from Within.,https://dblp.org/rec/conf/hicss/OttHN99
1815,paper,Towards a Taxonomy of Information Security Policy Non-Compliance Behavior.,https://dblp.org/rec/conf/hicss/HengstlerN022
1816,paper,"The Impact of Content, Context, and Creator on User Engagement in Social Media Marketing.",https://dblp.org/rec/conf/hicss/JaakonmakiMB17
1817,paper,Interactive Multimodal User Interfaces for Mobile Devices.,https://dblp.org/rec/conf/hicss/MuellerSB04
1818,paper,"Enhancing Product Management Performance through Digitalization: Advantages, Challenges, Design Fields.",https://dblp.org/rec/conf/hicss/FichtlerPGKD26
1819,paper,Procedural Generation of 3D-Buildings for Game Engines Based on Existing Asset Kits.,https://dblp.org/rec/conf/hicss/StrodickSA25
1820,paper,Mispricing and Exchange Market Systems: The Effect of Infrastructure Upgrades.,https://dblp.org/rec/conf/hicss/WagenerKRRW10
1821,paper,Co-ordination Concept for an Innovative Rail Road Concept.,https://dblp.org/rec/conf/hicss/DangelmaierFM02
1822,paper,Do People Recover from Algorithm Aversion? An Experimental Study of Algorithm Aversion over Time.,https://dblp.org/rec/conf/hicss/LeffrangB023
1823,paper,Peer-to-Peer Networks for Virtual Home Environments.,https://dblp.org/rec/conf/hicss/LoeserMBE03
1824,paper,Enhancing Robot Programming through Digital Twin and Augmented Reality.,https://dblp.org/rec/conf/hicss/YigitbasE23
1825,paper,Extending BPMN for Business Activity Monitoring.,https://dblp.org/rec/conf/hicss/FriedenstabJMM12
1826,paper,A Language for the Rapid Prototyping of Mobile Evolving Agents.,https://dblp.org/rec/conf/hicss/MuellerMZ01
1827,paper,"Introduction to the Minitrack on Digital Twins: Platforms, Methods, Applications, and Impact.",https://dblp.org/rec/conf/hicss/SchattkowskyER24
1828,paper,"Introduction to the Minitrack on Digital Twins: Platforms, Methods, Applications, and Impact.",https://dblp.org/rec/conf/hicss/RettbergES23
1829,paper,"Dear Guests, Please Pay for my License - Analyzing the Heterogenous Cost-Pass-Through of Commercial and Non-Commercial Rental Suppliers in Response to Regulatory Policies.",https://dblp.org/rec/conf/hicss/MullerNK22
1830,paper,Formalization of Financial Problems and Solutions under Risk as an Essential Requirement for IT-based Financial Planning.,https://dblp.org/rec/conf/hicss/KundischD03
1831,paper,Augmented Reality in Informal Learning Environments: Investigating Short-term and Long-term Effects.,https://dblp.org/rec/conf/hicss/SommerauerM18
1832,paper,A Method for Simultaneous Production and Order Planning in a Cooperative Supply Chain Relationship with Flexibility Contracts.,https://dblp.org/rec/conf/hicss/RustBDP10
1833,paper,Collaborative Technologies in an Inter-organizational Context: Examining the Role of Perceived Information Security and Trust on Post-adoption.,https://dblp.org/rec/conf/hicss/TrangRK14
1834,paper,"Visual Specification, Modelling, and Illustration of Complex Systems.",https://dblp.org/rec/conf/hicss/GeigerLM99
1835,paper,Using Geolocated Text to Quantify Location in Real Estate Appraisal.,https://dblp.org/rec/conf/hicss/HeuwinkelKM22
1836,paper,"Introduction to the Minitrack on Data-driven Services in Manufacturing: Management, Engineering, and Organizational Transformation.",https://dblp.org/rec/conf/hicss/KoldeweyDR22
1837,paper,Early Depression Detection with Transformer Models: Analyzing the Relationship between Linguistic and Psychology-Based Features.,https://dblp.org/rec/conf/hicss/HalimehCM23
1838,paper,Moment or Movement - An Empirical Analysis of the Heterogeneous Impact of Media Attention on Charitable Crowdfunding Campaigns.,https://dblp.org/rec/conf/hicss/SeutterM0K22
1839,paper,Investigating Users' Reaction to Fine-Grained Data Requests: A Market Experiment.,https://dblp.org/rec/conf/hicss/ElingRKBB16
1840,paper,GroupProcess: Using Process Knowledge from the Participative Design and Practical Operation of ad hoc Processes for the Design of Structured Workflows.,https://dblp.org/rec/conf/hicss/HuthEN01
1841,paper,Innovative Concepts for Configuring Shared Workspaces through Visual Programming.,https://dblp.org/rec/conf/hicss/DueckerMR99
1842,paper,A Model of a System for Hierarchical Planning of Structure and Dimension of Internal Global Production Networks.,https://dblp.org/rec/conf/hicss/DurksenD10
1843,paper,MultiProcessor Scheduling is PLS-Complete.,https://dblp.org/rec/conf/hicss/DumraufMT09
1844,paper,Fuzzy Rules for HTML Transcoding.,https://dblp.org/rec/conf/hicss/SchaeferDM02
1845,paper,How Many Attackers Can Selfish Defenders Catch?,https://dblp.org/rec/conf/hicss/MavronicolasMP08
1846,paper,Introduction.,https://dblp.org/rec/conf/ichc/HashagenKN00
1847,paper,OMMMA: An Object-Oriented Approach for Modeling Multimedia Information Systems.,https://dblp.org/rec/conf/mis/SauerE99
1848,paper,Ideen zur Entwicklung der Ablaufsimulation.,https://dblp.org/rec/conf/simvis/DangelmaierAHLR07
1849,paper,A Formal Model of a Framework for Simulation-Based Animation.,https://dblp.org/rec/conf/simvis/MullerP04
1850,paper,AR Support for Picking.,https://dblp.org/rec/conf/simvis/DangelmaierMHF05
1851,paper,Lösungselement-basiertes Virtual Prototyping von selbstoptimierenden mechatronischen Systemen.,https://dblp.org/rec/conf/simvis/GausemeierBRSMP04
1852,paper,d3 FACT insight: A motion planning algorithm for material flow simulations in virtual environments.,https://dblp.org/rec/conf/simvis/MahajanLDKSK05
1853,paper,Prototyping einer Fahrzeugsteuerung in virtueller 3D-Umgebung.,https://dblp.org/rec/conf/simvis/BraatzFMW00
1854,paper,Eine mobile Augmented Reality Versuchsplattform zur Untersuchung und Evaluation von Fahrzeugergonomien.,https://dblp.org/rec/conf/simvis/GausemeierGMRKO05
1855,paper,Guidance of Users in Interactive 3D-Visualisations of Material Flow Simulations.,https://dblp.org/rec/conf/simvis/MueckDLFK04
1856,paper,Bi-directional Coupling of Simulation Tools with a Walkthrough-System.,https://dblp.org/rec/conf/simvis/MueckDFK02
1857,paper,d3FACT insight goes parallel Aggregation of multiple simulations.,https://dblp.org/rec/conf/simvis/DangelmaierHLAFKK06
1858,paper,Simulative Absicherung eines neuartigen Einlagerkonzeptes im Cargo-Bereich von Flughäfen.,https://dblp.org/rec/conf/simvis/LaroqueDHRAK08
1859,paper,"Visuelle Spezifikation, Modellierung und Animation im Systementwurf.",https://dblp.org/rec/conf/simvis/Geiger098
1860,paper,Virtuelles Prototyping einer Robotersteuerung durch interaktive 3D-Simulation.,https://dblp.org/rec/conf/simvis/GeigerLM99
1861,paper,Anwendung von Augmented Reality zur visuellen Analyse einer Konvoi-Simulation am Beispiel der Neuen Bahntechnik Paderborn.,https://dblp.org/rec/conf/simvis/GausemeierRWBH08
1862,paper,Realisierung eines Verfahrens zur dynamischen Detaillierung von Simulationsmodellen im Materialflusssimulator d3FACT insight.,https://dblp.org/rec/conf/simvis/DangelmaierHL06
1863,paper,Offline Question Answering over Linked Data using Limited Resources.,https://dblp.org/rec/conf/i-semantics/KaurBJMNU19
1864,paper,Native Execution of GraphQL Queries over RDF Graphs Using Multi-Way Joins.,https://dblp.org/rec/conf/i-semantics/KaralisBN23
1865,paper,When is the Peak Performance Reached? An Analysis of RDF Triple Stores.,https://dblp.org/rec/conf/i-semantics/KhanANS21
1866,paper,"A service-oriented search framework for full text, geospatial and semantic search.",https://dblp.org/rec/conf/i-semantics/BothNULLS14
1867,paper,An optimization approach for load balancing in parallel link discovery.,https://dblp.org/rec/conf/i-semantics/SherifN15
1868,paper,Towards an open question answering architecture.,https://dblp.org/rec/conf/i-semantics/MarxUNHLA14
1869,paper,"Proposal for PORQUE, a Polylingual Hybrid Question Answering System.",https://dblp.org/rec/conf/i-semantics/MirelesRSVBM22
1870,paper,Parallelizing LIMES for large-scale link discovery.,https://dblp.org/rec/conf/i-semantics/HillnerN11
1871,paper,DBtrends: Exploring Query Logs for Ranking RDF Data.,https://dblp.org/rec/conf/i-semantics/MarxZMR16
1872,paper,MEX Interfaces: Automating Machine Learning Metadata Generation.,https://dblp.org/rec/conf/i-semantics/EstevesMMDZL16
1873,paper,WASOTA: What Are the States Of The Art?,https://dblp.org/rec/conf/i-semantics/NetoESMVM16
1874,paper,Using Pre-Trained Language Models for Abstractive DBPEDIA Summarization: A Comparative Study.,https://dblp.org/rec/conf/i-semantics/ZaheraVS0N23
1875,paper,On the Effect of Geometries Simplification on Geo-spatial Link Discovery.,https://dblp.org/rec/conf/i-semantics/AhmedSN18
1876,paper,COBALT: A Content-Based Similarity Approach for Link Discovery over Geospatial Knowledge Graphs.,https://dblp.org/rec/conf/i-semantics/AhmedSN23
1877,paper,LODFlow: a workflow management system for linked data processing.,https://dblp.org/rec/conf/i-semantics/RautenbergEMAN15
1878,paper,User-driven quality evaluation of DBpedia.,https://dblp.org/rec/conf/i-semantics/ZaveriKSBMAL13
1879,paper,QUANT - Question Answering Benchmark Curator.,https://dblp.org/rec/conf/i-semantics/GusmitaJVRNU19
1880,paper,Generating SPARQL from Natural Language Using Chain-of-Thoughts Prompting.,https://dblp.org/rec/conf/i-semantics/ZaheraASMN24
1881,paper,A comparison of supervised learning classifiers for link discovery.,https://dblp.org/rec/conf/i-semantics/SoruN14
1882,paper,Enhancing Answers Verbalization Using Large Language Models.,https://dblp.org/rec/conf/i-semantics/VollmersSZN24
1883,paper,SPARQL as a Foreign Language.,https://dblp.org/rec/conf/i-semantics/SoruMMPVEN17
1884,paper,TANKER: Distributed Architecture for Named EntityRecognition and Disambiguation.,https://dblp.org/rec/conf/i-semantics/CoelhoMPE17
1885,paper,MEX vocabulary: a lightweight interchange format for machine learning experiments.,https://dblp.org/rec/conf/i-semantics/EstevesMNSUAL15
1886,paper,CostFed: Cost-Based Query Optimization for SPARQL Endpoint Federation.,https://dblp.org/rec/conf/i-semantics/0002PSHN18
1887,paper,Linked cancer genome atlas database.,https://dblp.org/rec/conf/i-semantics/SaleemPNADD13
1888,paper,PCFWebUI: Data-driven WebUI for holistic decarbonization based on PCF-Tracking.,https://dblp.org/rec/conf/i-semantics/KumarNHS24
1889,paper,Knowledge Graph Question Answering Using Graph-Pattern Isomorphism.,https://dblp.org/rec/conf/i-semantics/VollmersJMTNU21
1890,paper,Anytime Behavior of Inexact TSP Solvers and Perspectives for Automated Algorithm Selection.,https://dblp.org/rec/conf/cec/BossekKT20
1891,paper,A hybrid evolutionary algorithm for the vehicle and crew scheduling problem in public transit.,https://dblp.org/rec/conf/cec/SteinzenBS07
1892,paper,A mating strategy for multi-parent genetic algorithms by integrating tabu search.,https://dblp.org/rec/conf/cec/TingB03
1893,paper,Towards Decision Support in Dynamic Bi-Objective Vehicle Routing.,https://dblp.org/rec/conf/cec/BossekGRT20
1894,paper,Pareto-dominance in noisy environments.,https://dblp.org/rec/conf/cec/TrautmannMN09
1895,paper,Introducing user preference using Desirability Functions in Multi-Objective Evolutionary Optimisation of noisy processes.,https://dblp.org/rec/conf/cec/MehnenTT07
1896,paper,Online convergence detection for multiobjective aerodynamic applications.,https://dblp.org/rec/conf/cec/NaujoksT09
1897,paper,Benchmarking evolutionary multiobjective optimization algorithms.,https://dblp.org/rec/conf/cec/MersmannTNW10
1898,paper,A novel hybrid evolutionary strategy and its periodization with multi-objective genetic optimizers.,https://dblp.org/rec/conf/cec/KaufmannKP10
1899,paper,Evenly spaced Pareto fronts of quad-objective problems using PSA partitioning technique.,https://dblp.org/rec/conf/cec/Dominguez-MedinaRST13
1900,paper,Online convergence detection for evolutionary multi-objective algorithms revisited.,https://dblp.org/rec/conf/cec/WagnerT10
1901,paper,A new mutation operator for evolution strategies for constrained problems.,https://dblp.org/rec/conf/cec/KramerTB05
1902,paper,Humanoid learns to detect its own hands.,https://dblp.org/rec/conf/cec/LeitnerHFFS13
1903,paper,The R-Package FLACCO for exploratory landscape analysis with applications to multi-objective optimization problems.,https://dblp.org/rec/conf/cec/KerschkeT16
1904,paper,Consistency Management Within Model-Based Object-Oriented Development of Components.,https://dblp.org/rec/conf/fmco/KusterE03
1905,paper,SA-SDR: A Novel Loss Function for Separation of Meeting Style Data.,https://dblp.org/rec/conf/icassp/NeumannKBDH22
1906,paper,"End-to-End Dereverberation, Beamforming, and Speech Recognition with Improved Numerical Stability and Advanced Frontend.",https://dblp.org/rec/conf/icassp/ZhangB0NDKOKHQ21
1907,paper,Frame-Wise and Overlap-Robust Speaker Embeddings for Meeting Diarization.,https://dblp.org/rec/conf/icassp/CordLandwehrBZDH23
1908,paper,Aligning training modelswith smartphone properties in WiFi fingerprinting based indoor localization.,https://dblp.org/rec/conf/icassp/HoangSH15
1909,paper,OFDM Channel Estimation Based on Combined Estimation in Time and Frequency Domain.,https://dblp.org/rec/conf/icassp/Haeb-UmbachB07
1910,paper,Improvements in connected digit recognition using linear discriminant analysis and mixture densities.,https://dblp.org/rec/conf/icassp/Haeb-UmbachGN93
1911,paper,30+ Years of Source Separation Research: Achievements and Future Challenges.,https://dblp.org/rec/conf/icassp/ArakiIHWWM25
1912,paper,DOA-based microphone array postion self-calibration using circular statistics.,https://dblp.org/rec/conf/icassp/JacobSH13
1913,paper,Improvements in beam search for 10000-word continuous speech recognition.,https://dblp.org/rec/conf/icassp/NeyHTO92
1914,paper,On Synchronization of Wireless Acoustic Sensor Networks in the Presence of Time-Varying Sampling Rate Offsets and Speaker Changes.,https://dblp.org/rec/conf/icassp/GburrekSH22
1915,paper,Energy-efficient Design for Underlay Cognitive Radio Using Improper Signaling.,https://dblp.org/rec/conf/icassp/SoleymaniLSS19
1916,paper,Iterative Speech Enhancement using a Non-Linear Dynamic State Model of Speech and its Parameters.,https://dblp.org/rec/conf/icassp/WindmannH06
1917,paper,A generalized log-spectral amplitude estimator for single-channel speech enhancement.,https://dblp.org/rec/conf/icassp/ChinaevH17
1918,paper,Improved noise power spectral density tracking by a MAP-based postprocessor.,https://dblp.org/rec/conf/icassp/ChinaevKVH12
1919,paper,Meeting Recognition with Continuous Speech Separation and Transcription-Supported Diarization.,https://dblp.org/rec/conf/icassp/NeumannBCDH24
1920,paper,"All-neural Online Source Separation, Counting, and Diarization for Meeting Analysis.",https://dblp.org/rec/conf/icassp/NeumannKDANH19
1921,paper,Signal representations for hidden Markov model based online handwriting recognition.,https://dblp.org/rec/conf/icassp/DolfingH97
1922,paper,A study on speaker normalization using vocal tract normalization and speaker adaptive training.,https://dblp.org/rec/conf/icassp/WellingHZH98
1923,paper,Geodesic Interpolation of Frame-Wise Speaker Embeddings for the Diarization of Meeting Scenarios.,https://dblp.org/rec/conf/icassp/Cord-LandwehrBZ24
1924,paper,Investigations on inter-speaker variability in the feature space.,https://dblp.org/rec/conf/icassp/Haeb-Umbach99
1925,paper,Application of clustering techniques to mixture density modelling for continuous-speech recognition.,https://dblp.org/rec/conf/icassp/DugastBH95
1926,paper,Interference Leakage Minimization in RIS-Assisted MIMO Interference Channels.,https://dblp.org/rec/conf/icassp/SantamariaSJG23
1927,paper,Source counting in speech mixtures using a variational EM approach for complex WATSON mixture models.,https://dblp.org/rec/conf/icassp/DrudeCVH14
1928,paper,A gossiping approach to sampling clock synchronization in wireless acoustic sensor networks.,https://dblp.org/rec/conf/icassp/SchmalenstroeerJH14
1929,paper,Unsupervised Training of a Deep Clustering Model for Multichannel Blind Source Separation.,https://dblp.org/rec/conf/icassp/DrudeHH19
1930,paper,Improved single-channel nonstationary noise tracking by an optimized MAP-based postprocessor.,https://dblp.org/rec/conf/icassp/ChinaevHTM13
1931,paper,MAP-based estimation of the parameters of non-stationary Gaussian processes from noisy observations.,https://dblp.org/rec/conf/icassp/KruegerH11
1932,paper,Automatic transcription of unknown words in a speech recognition system.,https://dblp.org/rec/conf/icassp/Haeb-UmbachBT95
1933,paper,Iterative Geometry Calibration from Distance Estimates for Wireless Acoustic Sensor Networks.,https://dblp.org/rec/conf/icassp/GburrekSH21
1934,paper,Speech Synthesis along Perceptual Voice Quality Dimensions.,https://dblp.org/rec/conf/icassp/RautenbergKSWWH25
1935,paper,An Inexpensive Packet Loss Compensation Scheme for Distributed Speech Recognition Based on Soft-Features.,https://dblp.org/rec/conf/icassp/IonH06
1936,paper,Modeling the dynamics of speech and noise for speech feature enhancement in ASR.,https://dblp.org/rec/conf/icassp/WindmannH08
1937,paper,Source counting in speech mixtures by nonparametric Bayesian estimation of an infinite Gaussian mixture model.,https://dblp.org/rec/conf/icassp/WalterDH15
1938,paper,European speech databases for telephone applications.,https://dblp.org/rec/conf/icassp/HogeTWHHC97
1939,paper,Threshold Independent Evaluation of Sound Event Detection Scores.,https://dblp.org/rec/conf/icassp/EbbersHS22
1940,paper,Blind speech separation based on complex spherical k-mode clustering.,https://dblp.org/rec/conf/icassp/DrudeBH16
1941,paper,Dual Frequency- and Block-Permutation Alignment for Deep Learning Based Block-Online Blind Source Separation.,https://dblp.org/rec/conf/icassp/DrudeHKNH18
1942,paper,Joint Optimization of Neural Network-based WPE Dereverberation and Acoustic Model for Robust Online ASR.,https://dblp.org/rec/conf/icassp/HeymannDHKN19
1943,paper,Using the turbo principle for exploiting temporal and spectral correlations in speech presence probability estimation.,https://dblp.org/rec/conf/icassp/VuH13
1944,paper,Speech enhancement with a new generalized eigenvector blocking matrix for application in a generalized sidelobe canceller.,https://dblp.org/rec/conf/icassp/WarsitzKH08
1945,paper,Contrastive Predictive Coding Supported Factorized Variational Autoencoder For Unsupervised Learning Of Disentangled Speech Representations.,https://dblp.org/rec/conf/icassp/EbbersKCH21
1946,paper,GMM-based significance decoding.,https://dblp.org/rec/conf/icassp/AbdelazizZKLH13
1947,paper,Blind speech separation employing directional statistics in an Expectation Maximization framework.,https://dblp.org/rec/conf/icassp/VuH10
1948,paper,Simultaneous Diarization and Separation of Meetings through the Integration of Statistical Mixture Models.,https://dblp.org/rec/conf/icassp/Cord-LandwehrBH25
1949,paper,Parameter estimation and classification of censored Gaussian data with application to WiFi indoor positioning.,https://dblp.org/rec/conf/icassp/HoangH13
1950,paper,Beamnet: End-to-end training of a beamformer-supported multi-channel ASR system.,https://dblp.org/rec/conf/icassp/HeymannDBHH17
1951,paper,Demystifying TasNet: A Dissecting Approach.,https://dblp.org/rec/conf/icassp/HeitkaemperJBDH20
1952,paper,Unsupervised adaptation of a denoising autoencoder by Bayesian Feature Enhancement for reverberant asr under mismatch conditions.,https://dblp.org/rec/conf/icassp/HeymannHGS15
1953,paper,A Comparison of Soft-Feature Distributed Speech Recognition with Candidate Codecs for Speech Enabled Mobile Services.,https://dblp.org/rec/conf/icassp/IonH05
1954,paper,Acoustic filter-and-sum beamforming by adaptive principal component analysis.,https://dblp.org/rec/conf/icassp/WarsitzH05
1955,paper,End-to-End Training of Time Domain Audio Separation and Recognition.,https://dblp.org/rec/conf/icassp/NeumannKDBDNH20
1956,paper,On Word Error Rate Definitions and Their Efficient Computation for Multi-Speaker Speech Recognition Systems.,https://dblp.org/rec/conf/icassp/NeumannBKDH23
1957,paper,Linear discriminant analysis for improved large vocabulary continuous speech recognition.,https://dblp.org/rec/conf/icassp/Hab-UmbachN92
1958,paper,Exploring Practical Aspects of Neural Mask-Based Beamforming for Far-Field Speech Recognition.,https://dblp.org/rec/conf/icassp/BoddekerEYH18
1959,paper,Neural network based spectral mask estimation for acoustic beamforming.,https://dblp.org/rec/conf/icassp/HeymannDH16
1960,paper,Jointly Optimal Dereverberation and Beamforming.,https://dblp.org/rec/conf/icassp/BoddekerNKH20
1961,paper,Continuous mixture densities and linear discriminant analysis for improved context-dependent acoustic models.,https://dblp.org/rec/conf/icassp/AubertHN93
1962,paper,LDA derived cepstral trajectory filters in adverse environmental conditions.,https://dblp.org/rec/conf/icassp/LiebH00
1963,paper,Map-based estimation of the parameters of a Gaussian Mixture Model in the presence of noisy observations.,https://dblp.org/rec/conf/icassp/ChinaevH13
1964,paper,Iterative Bayesian word segmentation for unsupervised vocabulary discovery from phoneme lattices.,https://dblp.org/rec/conf/icassp/HeymannWHR14
1965,paper,Convolutive Transfer Function Invariant SDR Training Criteria for Multi-Channel Reverberant Speech Separation.,https://dblp.org/rec/conf/icassp/BoddekerZNKODKQ21
1966,paper,Deep Attractor Networks for Speaker Re-Identification and Blind Source Separation.,https://dblp.org/rec/conf/icassp/DrudeNH18
1967,paper,Optimizing neural-network supported acoustic beamforming by algorithmic differentiation.,https://dblp.org/rec/conf/icassp/BoddekerHDHH17
1968,paper,PLME as a Cognitive Tool for Knowledge Achievement and Informal Learning.,https://dblp.org/rec/conf/wcce/NelknerMR09
1969,paper,SAFE: Policy Aware SPARQL Query Federation Over RDF Data Cubes.,https://dblp.org/rec/conf/swat4ls/KhanSIMHNDS14
1970,paper,Database Scheme Configuration for a Product Line of MPC-TOOLS.,https://dblp.org/rec/conf/ifip5-7/KlopperRVD09
1971,paper,A Top-Down Approach for an Automatic Precedence Graph Construction under the Influence of High Product Variety.,https://dblp.org/rec/conf/ifip5-7/AltemeierBD09
1972,paper,Ontology-Based Finding of Feasible Machine Changes.,https://dblp.org/rec/conf/ifip5-7/RehageG15
1973,paper,Efficient Access to Large Prolog Knowledge Bases.,https://dblp.org/rec/conf/dexa/GaridisB91
1974,paper,Object-oriented Database Management Systems for Construction of CASE Environments.,https://dblp.org/rec/conf/dexa/EmmerichKS93
1975,paper,A Tool Kit for Knowledge Based Production Planning Systems.,https://dblp.org/rec/conf/dexa/Bottcher90
1976,paper,Data Management for Mobile Ajax Web 2.0 Applications.,https://dblp.org/rec/conf/dexa/BottcherS07
1977,paper,Implementing Efficient Updates in Compressed Big Text Databases.,https://dblp.org/rec/conf/dexa/BottcherBHS13
1978,paper,Efficient XML Keyword Search Based on DAG-Compression.,https://dblp.org/rec/conf/dexa/BottcherHR14
1979,paper,Incorporating Data Provenance in a Medical CSCW System.,https://dblp.org/rec/conf/dexa/StarkKSSE10
1980,paper,KnowledgeBus - An Architecture to Support Intelligent and Flexible Knowledge Management.,https://dblp.org/rec/conf/ectel/HinkelmannMRNHM07
1981,paper,Collaborative Learning and Knowledge Maturing from Two Perspectives.,https://dblp.org/rec/conf/ectel/RissR12
1982,paper,"Technological and Organizational Arrangements Sparking Effects on Individual, Community and Organizational Learning.",https://dblp.org/rec/conf/ectel/KaschigMSBLMMS12
1983,paper,PINGO: Peer Instruction for Very Large Groups.,https://dblp.org/rec/conf/ectel/ReinhardtSMKHBZ12
1984,paper,Knowledge Processing and Contextualisation by Automatical Metadata Extraction and Semantic Analysis.,https://dblp.org/rec/conf/ectel/ReinhardtMSMS08
1985,paper,Analyzing 5 Years of EC-TEL Proceedings.,https://dblp.org/rec/conf/ectel/ReinhardtMDS11
1986,paper,Components of a Research 2.0 Infrastructure.,https://dblp.org/rec/conf/ectel/UllmannWSDVPRHKF10
